WSPD,WVHT,APD
7.0,0.76,3.49
7.5,0.85,3.57
7.2,0.94,3.61
6.9,0.98,3.62
6.8,1.10,3.97
6.9,1.24,4.21
7.5,1.35,4.42
7.9,1.45,4.54
7.3,1.51,4.63
7.3,1.56,4.77
7.1,1.56,4.83
7.8,1.69,4.95
6.6,1.61,5.04
7.1,1.94,5.58
6.6,1.87,5.62
5.9,2.05,5.99
5.9,1.96,5.79
5.6,2.05,5.76
5.6,1.87,5.68
5.0,1.94,5.84
5.0,1.72,5.48
4.6,1.59,5.42
4.7,1.58,5.40
5.1,1.54,5.25
4.4,1.51,5.35
5.1,1.34,5.46
5.1,1.34,5.50
4.8,1.22,5.28
4.8,1.21,5.41
3.3,1.20,5.23
2.6,1.30,5.59
1.1,1.31,5.71
1.0,1.31,5.78
2.2,1.25,5.60
2.6,1.29,5.71
3.9,1.26,5.65
2.9,1.33,5.74
3.1,1.20,5.74
2.1,1.14,5.95
2.1,1.19,6.42
1.7,1.08,6.28
1.1,0.99,6.22
0.8,1.01,5.95
1.6,0.95,6.19
0.3,1.03,6.16
0.8,0.98,6.11
2.0,1.00,5.95
1.7,0.98,6.09
1.6,1.01,5.77
1.6,1.08,6.28
2.3,1.16,6.56
2.1,1.03,6.76
1.6,1.06,6.83
2.5,0.99,6.88
2.9,0.98,7.01
3.0,1.02,6.84
2.0,0.95,6.76
3.4,0.99,6.55
3.4,1.03,6.57
3.9,0.96,6.18
4.5,1.09,6.10
4.6,0.97,5.59
5.4,0.95,5.51
6.5,0.99,5.52
7.2,0.97,4.92
8.1,1.05,4.46
8.7,1.16,4.19
9.7,1.15,4.14
10.5,1.37,4.16
11.8,1.59,4.40
11.7,1.90,4.58
12.9,2.12,4.74
12.9,2.28,4.82
12.8,2.66,5.18
11.9,2.82,5.43
10.5,3.07,5.70
8.3,2.94,5.93
8.3,2.65,5.80
9.2,2.67,5.86
12.0,2.41,5.62
11.5,2.74,5.69
13.3,2.70,5.45
13.2,2.89,5.74
12.8,3.13,5.84
13.2,3.26,5.98
12.6,3.49,6.07
13.3,3.45,6.18
13.4,3.72,6.41
12.4,3.69,6.37
10.2,3.59,6.29
11.2,3.71,6.45
10.4,3.13,6.04
9.0,2.95,5.96
8.2,2.95,6.03
8.2,2.64,5.81
8.2,2.45,5.82
7.7,2.27,5.76
7.7,2.24,5.80
8.0,2.01,5.66
8.0,1.98,5.66
7.2,2.05,6.10
7.8,2.08,5.67
6.3,2.17,5.69
6.8,2.05,5.60
6.9,1.90,5.50
6.7,1.85,5.23
7.0,1.91,5.44
7.9,2.06,5.60
7.1,1.91,5.83
7.4,1.92,5.69
7.3,1.98,5.83
7.3,2.01,5.79
7.4,2.06,5.86
6.7,1.96,5.73
7.5,1.88,5.49
8.0,2.03,5.55
7.4,1.91,5.58
6.7,2.08,5.60
6.3,2.07,5.78
6.9,1.90,5.52
7.3,1.83,5.45
6.4,1.65,5.33
6.7,1.84,5.63
7.9,1.94,5.83
7.3,1.73,5.47
6.8,1.86,5.71
7.4,2.03,5.77
6.7,2.04,5.72
6.9,1.94,5.48
7.0,1.99,5.60
5.8,1.97,5.64
7.7,2.02,5.31
7.4,1.82,5.20
5.9,1.71,4.90
6.8,1.72,5.35
6.7,1.81,5.53
6.6,1.69,5.67
6.2,1.77,5.94
6.0,1.89,5.90
5.7,1.86,5.57
4.5,1.75,5.59
4.3,1.83,5.77
3.9,1.65,5.51
4.1,1.58,5.31
4.3,1.46,5.44
4.8,1.45,5.48
5.2,1.37,5.59
4.4,1.36,5.64
4.9,1.22,5.53
5.1,1.23,5.86
4.8,1.26,5.77
5.3,1.24,5.48
4.2,1.31,5.48
3.8,1.19,5.49
3.6,1.26,5.78
4.0,1.10,5.45
4.0,1.05,5.23
4.0,1.02,5.43
5.0,1.02,5.16
5.1,1.02,5.53
4.2,0.99,5.39
4.8,1.01,5.61
4.9,1.06,5.65
4.2,1.12,5.77
4.0,1.08,5.65
5.0,1.12,5.59
6.7,1.15,5.62
6.5,1.17,4.88
6.6,1.13,4.89
5.5,1.08,4.44
4.6,1.11,4.61
5.6,1.03,4.86
4.5,1.10,5.45
6.4,1.17,5.27
6.4,1.24,5.31
6.7,1.30,5.33
6.1,1.42,5.51
6.4,1.32,5.14
6.5,1.33,5.04
5.3,1.31,5.26
6.0,1.41,5.68
7.2,1.43,5.82
6.8,1.63,6.25
7.0,1.72,6.06
6.5,1.91,6.48
5.3,1.69,6.12
6.5,1.98,6.77
7.5,2.02,6.45
7.6,2.27,6.90
6.4,2.20,6.20
6.7,2.16,6.36
7.5,1.86,5.68
6.8,1.81,5.80
6.8,1.97,6.21
6.8,1.86,5.87
7.1,1.90,6.13
7.9,1.85,5.88
7.6,2.07,5.62
7.2,2.11,6.19
6.7,1.85,5.58
8.1,2.29,6.20
7.6,2.34,6.04
8.6,1.94,5.48
6.8,2.05,5.38
7.2,1.86,5.44
7.5,1.85,5.39
6.7,1.79,5.33
6.3,2.01,5.56
4.8,1.78,5.72
3.8,2.10,5.92
1.3,1.94,5.73
1.6,1.96,5.96
4.4,1.91,5.80
5.2,1.82,6.08
5.0,1.78,6.04
5.0,1.58,6.04
4.9,1.38,5.73
4.9,1.51,6.12
5.1,1.46,6.09
4.7,1.52,6.23
4.7,1.71,6.36
4.1,1.83,6.68
5.6,1.90,6.28
5.7,1.80,5.72
4.4,1.87,5.77
5.3,1.85,5.92
3.7,1.79,5.91
4.9,1.93,6.07
3.9,1.80,5.99
5.0,1.66,6.03
5.0,1.51,6.14
5.6,1.59,6.39
4.4,1.49,6.11
3.7,1.76,6.31
6.2,1.56,5.97
7.0,1.66,5.76
7.3,1.59,5.55
7.6,1.61,5.45
7.7,1.64,5.41
8.3,1.62,5.07
8.4,1.61,4.77
9.6,1.65,4.74
10.5,1.66,4.54
11.0,1.83,4.54
12.3,1.89,4.44
12.3,2.31,4.85
12.5,2.50,5.19
11.1,2.62,5.38
10.5,2.67,5.44
10.6,2.97,5.83
10.2,3.03,5.91
11.0,3.03,5.84
10.8,2.89,5.86
10.9,2.86,5.64
11.0,2.67,5.58
11.2,3.11,5.80
12.5,2.76,5.59
12.3,2.96,5.78
13.0,3.36,5.86
12.5,3.26,6.02
11.8,3.69,6.31
11.9,3.65,6.15
11.8,3.52,6.21
11.9,3.58,6.15
12.4,3.40,5.98
11.6,3.11,5.95
10.8,3.32,6.10
10.8,3.26,6.09
10.2,2.91,5.93
9.0,3.17,6.33
8.9,2.97,6.25
10.0,3.08,6.33
9.2,3.08,6.15
9.7,2.73,5.89
9.6,2.76,5.79
9.6,2.56,5.61
9.8,2.70,5.75
10.1,2.57,5.61
9.0,2.59,5.54
8.3,2.40,5.45
8.5,2.55,5.79
7.9,2.23,5.52
7.9,2.35,5.85
7.2,2.29,5.78
7.2,2.21,5.91
6.6,2.26,5.89
6.8,1.97,5.58
6.1,1.85,5.57
6.3,1.99,5.72
6.9,1.84,5.53
5.7,2.03,5.60
6.1,1.93,5.43
6.2,1.77,5.29
6.4,1.69,5.33
6.5,1.78,5.34
6.9,1.71,5.34
5.0,1.62,5.26
4.7,1.65,5.50
4.8,1.63,5.76
5.1,1.50,5.61
5.1,1.52,5.79
4.0,1.39,5.46
3.9,1.44,5.41
2.8,1.51,5.72
4.1,1.36,5.35
4.4,1.39,5.60
5.1,1.37,5.40
4.0,1.52,5.57
3.6,1.40,5.56
4.3,1.48,5.71
4.0,1.58,5.83
2.6,1.41,5.82
2.1,1.43,6.05
4.0,1.61,6.45
4.3,1.59,6.50
4.7,1.52,6.47
5.6,1.50,6.28
6.1,99.00,99.00
6.1,1.33,5.33
5.6,1.34,5.26
5.7,1.38,5.40
6.1,1.36,5.03
5.5,1.41,5.41
5.8,1.42,5.39
5.3,1.40,5.65
4.2,1.41,5.98
4.4,1.31,5.77
5.0,1.29,5.63
5.3,1.25,5.47
4.3,1.25,5.85
4.0,1.18,5.83
3.7,1.14,5.85
4.6,1.22,6.13
4.3,1.18,6.18
4.7,1.23,6.38
4.2,1.24,6.39
3.2,1.21,6.39
5.5,1.17,6.22
5.1,1.23,6.08
4.5,1.17,5.86
5.0,1.04,5.27
4.7,1.09,5.52
5.3,1.05,5.49
5.0,1.05,5.74
5.5,0.98,5.14
5.5,1.00,5.24
5.0,1.03,5.10
5.4,0.97,5.09
5.3,1.07,5.09
5.2,1.07,4.91
6.0,1.15,4.80
5.3,1.29,5.16
5.8,1.18,4.88
5.8,1.22,4.99
7.3,1.19,4.92
6.4,1.08,4.64
6.4,1.22,4.75
6.3,1.17,4.66
6.3,1.14,4.67
5.4,1.13,4.84
4.8,1.16,4.94
4.2,1.20,4.82
3.8,1.16,4.71
4.8,1.11,4.74
5.0,1.15,4.70
4.4,1.07,4.59
4.2,1.08,4.75
4.7,1.02,4.89
5.0,0.93,4.85
4.1,0.91,4.99
4.2,0.90,5.17
4.6,0.88,4.87
4.2,0.85,4.99
4.5,0.95,4.94
4.8,0.99,5.07
4.8,0.91,4.64
4.1,0.97,4.70
4.6,0.94,4.75
3.9,0.92,4.74
4.7,0.95,5.01
4.3,0.90,4.82
4.1,0.83,4.59
5.1,0.82,4.68
4.0,0.91,4.88
3.9,0.83,4.79
2.8,0.79,4.74
2.6,0.89,5.40
3.2,0.78,5.02
3.4,0.77,4.96
2.9,0.76,5.00
4.1,0.70,4.63
2.4,0.78,4.95
3.1,0.79,5.13
2.6,0.83,4.88
2.1,0.76,4.63
2.9,0.76,5.04
2.0,0.78,5.12
3.2,0.78,4.94
2.9,0.70,5.00
2.3,0.68,5.08
2.3,0.68,5.30
2.4,0.65,5.06
4.2,0.70,5.03
3.4,0.67,5.12
1.8,0.65,5.00
3.7,0.70,5.19
3.3,0.70,4.89
4.5,0.72,5.09
4.2,0.71,4.98
4.4,0.64,4.41
3.3,0.67,4.73
4.3,0.67,5.16
2.8,0.66,5.06
3.4,0.67,4.86
4.4,0.61,4.22
4.1,0.62,4.28
3.3,0.61,4.62
4.0,0.63,5.09
4.1,0.57,4.39
4.4,0.62,4.24
5.3,0.60,3.98
4.8,0.65,4.52
4.6,0.61,4.25
6.0,0.60,4.01
6.2,0.69,3.48
6.6,0.82,3.53
7.5,0.94,3.68
8.0,1.03,3.85
7.9,1.19,4.01
8.0,1.20,4.26
7.9,1.32,4.49
8.1,1.55,4.59
9.3,1.49,4.51
8.6,1.60,4.52
9.3,1.62,4.51
9.7,1.97,4.97
9.7,2.02,4.95
9.8,2.02,5.05
9.7,2.20,5.18
10.1,2.34,5.26
9.4,2.29,5.33
9.9,2.42,5.47
10.1,2.50,5.74
10.9,2.67,5.89
11.2,2.72,5.74
11.2,2.85,6.06
11.6,3.21,6.05
11.9,3.24,6.12
11.9,3.31,5.96
12.0,3.43,6.11
11.5,3.35,5.92
11.5,3.01,5.73
10.9,3.14,5.84
10.1,3.17,6.01
9.2,3.04,6.22
8.1,2.72,6.19
7.5,2.66,6.23
7.6,2.66,6.26
7.3,2.71,6.31
6.7,2.69,6.26
7.4,2.42,5.85
6.2,2.66,6.08
5.4,2.27,5.73
4.3,2.31,5.81
4.3,2.07,5.71
4.7,2.20,5.91
3.3,1.93,5.73
2.5,1.90,5.98
3.8,1.85,5.98
3.2,1.93,6.25
2.2,1.59,5.99
3.3,1.80,6.33
4.3,1.75,6.07
5.5,1.79,5.89
6.1,1.87,5.89
6.3,1.92,5.85
6.5,1.88,5.68
7.4,1.75,5.29
8.2,1.84,5.33
8.7,1.89,5.34
8.9,2.19,5.64
9.1,2.19,5.61
9.0,2.10,5.51
9.8,2.36,5.91
8.7,2.56,6.16
8.4,2.68,6.23
8.5,2.54,6.21
9.0,2.85,6.13
8.7,2.75,5.87
8.4,2.67,5.90
8.9,2.72,5.98
8.4,2.45,6.00
9.1,2.54,5.99
8.9,2.50,5.81
8.9,2.53,5.77
8.8,2.58,5.83
8.5,2.33,5.60
7.9,2.19,5.75
8.2,2.22,5.59
8.2,2.22,5.68
7.8,2.17,5.44
7.7,1.96,5.33
8.2,1.94,5.20
7.5,2.11,5.61
7.3,1.91,5.50
7.2,1.85,5.46
7.5,1.94,5.66
6.5,1.90,5.54
6.7,1.95,5.53
6.9,2.03,5.47
7.6,1.93,5.28
8.4,1.85,5.17
7.1,1.88,4.97
7.4,1.79,5.02
7.0,1.66,4.81
7.6,1.63,5.14
8.4,1.49,4.90
7.7,1.55,5.03
7.8,1.48,5.03
8.1,1.54,5.21
7.7,1.57,5.00
7.5,1.62,4.97
7.5,1.85,4.96
6.9,1.78,4.94
7.5,1.88,4.89
7.1,1.73,4.84
7.9,1.63,4.54
7.4,1.62,4.75
7.8,1.60,4.71
8.5,1.55,4.85
7.5,1.37,4.88
7.6,1.51,5.07
7.7,1.62,5.31
7.2,1.58,4.99
7.0,1.65,5.18
7.0,1.69,5.03
7.2,1.90,5.33
7.0,1.84,4.90
6.4,1.74,5.01
6.7,1.62,4.98
6.8,1.46,4.71
6.6,1.39,4.92
6.8,1.49,5.24
6.7,1.44,5.19
7.1,1.52,5.35
6.0,1.63,5.39
5.5,1.54,5.41
5.6,1.57,5.36
5.3,1.69,5.53
4.7,1.81,5.61
5.1,1.75,5.61
6.3,1.52,5.46
6.9,1.60,5.50
6.7,1.49,5.20
7.0,1.51,5.29
6.4,1.54,5.44
6.6,1.52,5.42
6.6,1.66,5.71
6.2,1.67,5.39
6.7,1.71,5.37
6.5,1.77,5.39
6.9,1.68,5.31
6.9,1.57,5.24
7.1,1.72,5.27
6.9,1.50,5.18
7.2,1.48,5.28
8.2,1.52,5.03
7.9,1.45,5.02
6.6,1.55,5.27
6.7,1.51,5.32
7.7,1.59,5.03
8.1,1.62,5.01
9.0,1.74,4.99
8.5,1.73,4.88
7.7,1.74,4.70
6.8,1.73,5.02
6.7,1.52,4.82
7.2,1.58,5.00
4.4,1.51,5.19
5.4,1.35,5.47
6.5,1.62,5.60
7.2,1.87,5.49
7.1,2.07,5.75
6.5,1.96,5.44
7.1,2.01,5.36
7.2,1.85,5.21
7.2,1.92,5.15
7.1,1.64,4.87
7.6,1.62,4.79
6.8,1.66,5.09
7.9,1.54,4.79
6.4,1.57,5.06
6.7,1.38,4.93
6.2,1.45,5.14
6.5,1.58,5.50
5.0,1.49,5.62
5.1,1.49,5.30
4.2,1.61,5.41
4.7,1.56,5.18
4.7,1.54,5.14
5.4,1.33,4.87
4.1,1.32,4.59
5.1,1.24,4.64
3.4,1.04,4.80
6.1,1.11,4.90
3.9,1.07,4.98
3.8,1.02,5.39
5.1,1.18,5.67
4.3,1.16,5.45
4.1,1.22,5.20
5.7,1.21,4.94
2.9,1.21,4.80
3.4,1.06,4.70
3.9,1.00,4.71
3.8,0.92,4.77
3.7,0.90,4.97
3.9,0.98,5.35
3.8,0.97,5.77
3.0,0.88,5.57
2.9,0.97,5.79
4.1,1.00,5.66
5.5,0.97,5.28
7.1,0.98,4.55
7.2,1.08,4.40
7.8,1.10,4.25
7.3,1.10,4.29
7.5,1.17,4.29
7.2,1.15,4.28
7.0,1.13,4.21
8.0,1.21,4.35
8.2,1.36,4.37
8.2,1.36,4.39
8.6,1.54,4.52
8.8,1.55,4.55
8.1,1.42,4.49
8.6,1.62,4.70
8.8,1.74,4.91
8.0,1.70,4.89
9.0,1.59,4.89
9.0,1.79,5.03
8.8,1.92,5.13
8.9,1.92,5.01
8.1,1.87,5.07
8.1,1.95,5.12
8.0,2.02,5.28
7.0,1.99,5.26
7.4,2.19,5.30
7.3,1.93,5.25
7.2,1.68,5.12
6.9,1.77,5.26
7.0,1.63,5.00
6.2,1.56,5.22
5.4,1.50,5.10
5.2,1.40,5.08
5.5,1.60,5.41
6.2,1.74,5.57
4.4,1.72,5.67
3.0,1.68,5.46
4.4,1.60,5.40
5.5,1.72,5.52
6.2,1.55,5.14
5.6,1.57,5.07
4.9,1.39,4.96
5.1,1.23,5.02
4.9,1.05,4.75
4.7,1.10,4.85
4.4,1.11,5.17
4.1,1.29,5.45
4.7,1.23,5.49
4.5,1.30,5.39
4.4,1.31,5.23
4.2,1.31,5.19
4.7,1.36,5.13
4.9,1.28,5.08
4.1,1.31,5.00
4.1,1.15,4.74
4.3,1.13,5.00
3.8,1.01,4.92
3.8,0.99,5.11
3.1,0.95,5.21
3.6,0.97,5.52
3.7,1.07,5.50
3.4,0.97,5.38
4.4,1.08,5.32
4.0,1.15,5.39
3.6,1.09,5.33
4.6,1.13,5.27
4.3,1.14,5.00
4.5,1.00,4.75
4.9,0.95,4.62
4.9,0.93,4.60
5.0,0.88,4.44
4.4,0.80,4.49
4.3,0.88,4.95
3.7,0.92,4.94
4.5,0.91,5.04
4.8,0.89,5.19
4.4,0.87,4.86
4.4,0.88,5.16
4.5,0.90,5.04
5.2,0.85,4.68
4.5,0.86,4.48
4.4,0.75,4.27
3.5,0.79,4.38
4.4,0.71,4.79
3.7,0.75,4.69
3.7,0.80,4.91
3.8,0.80,5.14
4.2,0.79,5.31
3.7,0.78,5.26
5.8,0.73,5.21
5.5,0.71,4.50
6.1,0.80,4.73
6.6,0.82,4.30
5.6,0.89,4.33
4.9,0.83,4.23
4.3,0.86,4.44
2.0,0.86,5.26
1.3,0.92,5.37
3.6,0.92,5.56
2.7,0.93,5.47
3.3,1.00,6.11
3.5,1.02,6.17
3.6,1.09,5.89
4.0,1.08,6.10
5.2,0.93,5.50
6.8,0.91,4.96
6.2,0.84,4.13
4.8,1.07,5.15
6.7,0.97,4.94
6.8,1.23,4.96
5.8,1.25,5.17
5.9,1.33,5.60
5.5,1.28,5.38
6.2,1.53,5.73
5.5,1.56,5.62
5.7,1.57,5.37
6.4,1.45,5.39
6.0,1.29,5.08
6.1,1.26,4.96
5.1,1.23,5.23
5.5,1.27,5.52
7.5,1.29,5.17
6.7,1.41,4.97
7.4,1.47,4.96
6.4,1.50,5.17
6.4,1.54,5.35
6.9,1.41,5.00
7.4,1.48,5.00
6.5,1.37,4.82
7.4,1.43,4.69
8.2,1.41,4.54
7.4,1.31,4.33
7.7,1.32,4.65
7.2,1.42,4.69
6.0,1.38,4.61
8.3,1.49,4.77
7.6,1.51,4.88
6.6,1.69,4.94
7.4,1.54,4.87
8.6,1.56,4.82
5.3,1.58,4.96
5.5,1.60,4.92
7.1,1.49,4.80
7.3,1.51,4.88
5.9,1.50,4.79
6.1,1.42,4.87
6.6,1.36,4.74
5.2,1.38,4.92
5.2,1.34,4.88
5.9,1.37,4.85
5.1,1.22,4.86
5.3,1.31,4.95
5.4,1.18,4.78
5.0,1.13,4.79
4.5,1.18,4.94
4.3,1.18,4.90
3.7,1.08,4.87
2.5,1.13,5.13
3.2,1.20,5.20
3.5,0.99,4.97
4.5,0.99,5.07
3.9,1.07,5.14
3.9,1.03,4.90
3.7,0.94,4.95
4.1,0.97,4.83
3.9,0.94,4.73
3.4,0.87,4.70
2.9,0.87,4.85
5.1,0.87,4.78
2.6,0.85,4.92
3.4,0.84,5.22
4.6,0.86,5.48
3.6,0.86,4.86
4.6,0.81,4.76
5.4,0.80,4.43
5.8,0.79,4.29
6.1,0.79,3.84
7.0,0.82,3.76
6.9,0.88,3.95
7.0,0.99,3.83
7.1,1.00,3.84
8.1,0.92,3.92
8.4,1.02,3.95
9.2,1.25,4.23
9.7,1.38,4.20
10.9,1.44,4.18
11.9,1.72,4.30
10.7,1.73,4.33
10.2,1.77,4.29
9.8,1.71,4.34
8.8,1.75,4.54
9.1,1.81,4.56
8.7,1.70,4.66
7.4,1.72,4.77
6.9,1.75,4.88
6.3,1.72,4.90
5.5,1.64,5.00
5.4,1.76,5.15
5.2,1.82,5.15
5.1,1.91,5.27
5.4,1.93,5.37
5.2,2.10,5.62
4.5,2.36,5.94
2.6,2.39,6.00
0.4,2.47,6.12
2.5,2.38,6.24
3.9,2.43,6.34
5.6,2.26,6.34
6.8,2.41,6.36
6.9,2.54,6.49
7.7,2.23,6.27
8.1,2.24,5.95
6.6,2.34,5.99
6.6,2.16,5.81
6.7,2.06,5.93
6.9,2.11,5.81
8.9,2.03,5.70
10.9,2.27,5.56
9.6,2.32,5.31
9.8,2.48,5.45
8.7,2.64,5.68
9.4,2.67,5.82
8.0,2.57,5.89
8.0,2.51,5.75
8.7,2.42,5.59
8.4,2.25,5.40
8.7,2.37,5.66
9.5,2.42,5.67
10.4,2.27,5.44
10.5,2.51,5.52
10.7,2.62,5.78
10.2,2.70,5.66
10.1,2.92,5.89
9.4,2.91,5.87
9.7,3.62,6.37
8.4,3.12,6.20
9.0,3.23,6.44
7.7,3.44,6.65
7.3,3.15,6.85
6.9,3.18,7.15
6.8,3.06,6.96
5.9,2.67,6.80
6.6,2.67,6.75
6.6,2.94,7.15
6.6,3.05,6.88
7.5,3.82,7.68
7.6,4.05,7.78
7.4,4.27,7.57
7.5,4.13,7.43
7.4,4.00,7.38
7.1,3.57,7.43
7.6,3.21,7.23
6.6,2.98,7.08
7.0,2.55,6.99
7.4,2.57,6.87
7.3,3.00,7.38
7.1,2.82,7.41
7.5,3.19,7.38
6.9,3.19,7.39
7.1,3.80,7.78
7.7,3.59,7.31
7.3,3.47,7.15
6.1,3.66,7.36
6.4,3.39,6.95
7.4,2.87,6.85
8.2,2.60,6.50
7.3,2.19,6.38
7.2,2.34,6.53
6.7,2.44,6.29
5.7,2.85,7.28
6.4,2.42,6.48
7.0,2.03,5.87
6.7,2.00,5.85
5.5,1.89,5.84
5.1,1.93,6.05
6.1,1.97,6.25
5.6,2.31,6.47
5.1,2.15,6.34
3.3,2.09,6.26
3.9,1.95,6.14
5.1,1.86,6.31
6.2,1.80,6.19
4.7,1.66,5.72
5.4,1.86,6.06
5.6,1.53,5.50
4.1,1.41,5.26
4.9,1.40,5.14
2.8,1.38,5.34
3.7,1.32,5.52
4.5,1.50,5.78
3.3,1.58,6.01
3.7,1.47,5.87
5.3,1.39,5.63
5.8,1.30,5.66
5.4,1.30,5.46
4.2,1.25,5.17
4.5,1.22,5.16
4.0,1.23,5.35
2.7,1.32,5.61
2.1,1.21,5.75
2.0,1.31,5.95
2.1,1.29,5.87
1.6,1.41,5.82
1.2,1.32,5.68
1.5,1.37,5.71
2.2,1.49,6.01
2.4,1.32,5.91
4.4,1.39,6.07
5.7,1.35,6.34
3.9,1.45,6.69
5.8,1.38,6.11
7.3,1.53,6.11
6.6,1.43,5.31
6.3,1.47,5.28
7.0,1.45,5.19
7.1,1.48,4.98
7.3,1.47,4.95
7.7,1.59,4.97
7.7,1.63,5.19
7.4,1.59,5.15
8.5,1.57,5.10
8.0,1.59,5.13
7.6,1.66,5.23
8.8,1.64,5.15
9.1,1.70,5.10
8.6,1.90,5.42
8.5,2.15,5.45
8.0,2.12,5.53
7.8,2.14,5.64
8.1,2.30,5.57
7.9,2.10,5.33
8.4,1.99,5.38
8.2,2.02,5.31
8.0,2.04,5.25
8.8,1.85,4.98
8.4,1.96,5.20
7.9,2.02,5.30
7.8,1.87,5.16
7.8,2.07,5.54
7.9,1.99,5.39
8.6,2.16,5.51
8.0,2.11,5.41
8.6,2.13,5.46
9.6,2.12,5.39
9.9,2.33,5.48
10.2,2.24,5.26
9.0,2.34,5.15
8.5,2.07,4.89
8.8,2.21,5.26
7.9,2.06,5.10
7.6,1.98,5.21
8.0,1.92,5.20
8.3,2.02,5.41
7.7,1.98,5.60
8.0,2.05,5.60
8.2,2.09,5.45
9.2,1.95,5.21
8.7,1.85,5.21
7.3,1.74,4.95
6.7,1.88,4.98
7.7,1.67,4.75
7.8,1.90,4.96
7.6,1.88,5.02
7.2,1.76,4.90
6.7,1.91,5.33
6.8,1.90,5.49
6.4,1.73,5.51
5.6,1.68,5.41
6.0,1.75,5.44
5.7,1.47,5.24
6.1,1.44,5.19
4.9,1.45,5.11
5.0,1.44,5.11
5.2,1.58,5.22
4.6,1.40,5.09
5.1,1.50,5.21
4.8,1.45,5.24
5.4,1.36,5.03
4.9,1.38,5.32
5.3,1.27,5.13
4.3,1.33,5.10
5.7,1.33,5.23
5.9,1.25,5.06
6.3,1.32,4.92
7.2,1.43,5.05
7.8,1.56,5.09
7.8,1.53,4.86
7.2,1.77,5.13
6.3,1.93,5.32
6.7,2.05,5.41
7.4,2.13,5.59
6.4,2.23,5.60
7.1,2.26,5.80
7.1,2.29,5.93
7.2,2.30,6.20
7.6,2.25,6.02
7.2,2.19,6.16
7.1,2.26,6.06
7.5,2.24,6.04
6.7,2.40,6.30
6.8,2.55,6.26
5.8,2.48,6.30
5.6,2.55,6.16
5.7,2.69,6.23
6.5,2.36,5.96
7.4,2.35,6.10
6.0,2.31,6.03
6.7,2.03,5.90
6.4,1.96,5.93
6.5,1.95,6.10
5.9,1.96,6.25
6.2,1.87,6.16
4.8,2.15,6.58
5.1,1.93,6.20
4.4,2.20,6.21
4.8,2.12,5.99
5.4,2.00,5.92
5.3,1.99,5.90
4.2,1.83,5.64
3.7,1.93,5.73
3.1,1.76,5.87
3.9,1.83,6.01
4.4,1.76,6.29
4.4,1.77,6.39
5.8,1.79,6.28
5.9,2.02,6.32
5.4,2.18,6.52
5.0,2.09,6.28
7.4,2.10,6.27
6.7,2.11,6.11
5.7,2.01,6.11
5.8,2.00,5.70
4.4,1.84,5.65
4.0,1.89,5.84
6.5,1.73,5.56
4.5,1.86,5.75
5.3,1.95,6.02
6.0,2.11,6.24
7.7,2.15,6.33
7.4,2.20,6.02
9.1,2.29,5.97
9.5,2.30,5.86
8.4,2.40,5.70
8.2,2.35,5.67
8.2,2.31,5.70
7.1,2.19,5.51
7.1,2.12,5.76
8.1,2.09,5.70
7.1,2.03,5.80
7.3,1.90,5.64
8.7,2.07,5.50
10.5,2.24,5.65
11.2,2.30,5.25
11.8,2.51,5.23
11.3,2.67,5.38
11.3,2.94,5.62
11.5,2.96,5.62
10.6,3.13,5.70
11.0,3.05,5.84
10.9,2.96,5.96
10.9,2.74,5.72
10.3,2.74,5.90
10.2,2.85,6.02
9.4,2.75,5.87
9.7,2.78,5.95
9.6,2.75,5.86
9.5,2.76,5.91
8.8,2.67,5.73
8.5,2.81,5.76
7.6,2.48,5.56
6.4,2.33,5.55
6.7,2.34,5.73
6.5,2.08,5.38
6.4,2.02,5.48
6.0,1.92,5.81
5.8,1.98,6.04
5.8,2.04,6.18
5.9,1.95,6.15
6.9,2.15,6.16
7.5,1.97,5.51
6.7,2.12,5.71
6.7,2.03,5.57
7.2,1.96,5.44
7.6,1.92,5.22
7.1,1.75,5.05
7.2,1.85,5.11
6.8,1.71,4.84
7.4,1.59,5.12
7.0,1.40,4.97
7.1,1.57,5.17
7.4,1.64,5.30
7.4,1.79,5.23
7.9,1.85,5.12
7.6,1.72,4.92
6.8,1.79,4.94
7.2,1.64,4.90
6.9,1.70,4.98
6.3,1.61,4.92
5.1,1.55,4.91
4.3,1.54,5.04
5.2,1.46,5.05
4.8,1.29,5.01
4.2,1.21,5.17
4.8,1.21,5.28
4.1,1.26,5.18
4.4,1.15,4.92
4.5,1.15,4.98
4.1,1.12,5.02
4.5,1.14,5.09
3.4,1.04,4.89
4.2,1.11,5.09
4.2,1.04,4.99
3.5,1.02,4.77
3.9,1.08,5.13
3.6,1.15,4.93
3.3,1.04,5.02
4.3,0.99,5.02
4.2,0.98,5.10
4.0,0.92,4.92
3.8,0.90,4.70
3.8,0.85,4.73
3.3,0.77,4.60
2.6,0.76,4.62
2.6,0.84,5.21
2.1,0.80,5.29
2.0,0.71,4.56
1.2,0.75,5.08
1.3,0.74,4.96
1.4,0.75,4.81
0.4,0.71,4.97
1.1,0.75,5.73
1.5,0.72,5.97
1.0,0.75,6.34
1.5,0.67,6.19
1.7,0.64,6.79
1.5,0.64,6.62
1.2,0.70,7.13
1.4,0.67,6.53
2.5,0.67,6.51
3.0,0.66,6.03
3.7,0.66,6.40
4.1,0.69,6.46
4.6,0.68,5.62
4.1,0.58,5.04
